ID,Name,Height,Weight,Age,Sex,Profession,Salary
454,Доронин Павел,182.0,102.0,18,м,продавец,120000
455,Пестов Марк,191.0,118.0,54,м,бухгалтер,204000
456,Сафонов Яромир,170.0,106.0,79,м,сантехник,378000
457,Пономарёв Елисей,179.0,57.0,44,м,сантехник,390000
458,Носов Никон,170.0,112.0,21,м,программист,257000
459,Лукин Фома,191.0,63.0,77,м,бухгалтер,324000
460,Воробьёв Анфим,181.0,61.0,50,м,инженер,178000
461,Якушев Ренат,,,63,м,преподаватель,450000
462,Константинов Ждан,192.0,94.0,38,м,программист,180000
463,Волков Савва,187.0,68.0,46,м,студент,218000
464,Зуев Иннокентий,171.0,100.0,75,м,сантехник,255000
465,Алексеев Вадим,168.0,107.0,68,м,автослесарь,41000
466,Гущин Денис,178.0,111.0,84,м,программист,410000
467,Щукин Даниил,172.0,70.0,39,м,инженер,139000
468,Титов Аристарх,171.0,73.0,34,м,автослесарь,210000
469,Савин Радомир,167.0,101.0,66,м,автослесарь,409000
470,Суворов Вольдемар,165.0,92.0,65,м,автослесарь,113000
471,Шарапов Степан,166.0,78.0,36,м,врач,20000
472,Зайцев Мартин,186.0,,73,м,сантехник,273000
473,Матвеев Ждан,183.0,89.0,88,м,автослесарь,443000
474,Вишняков Влас,176.0,87.0,40,м,студент,161000
475,Игнатьев Савва,192.0,96.0,55,м,студент,480000
476,Лукин Александр,179.0,,40,м,продавец,381000
477,Колобов Тарас,180.0,89.0,29,м,сантехник,434000
478,Коновалов Дамир,185.0,113.0,48,м,автослесарь,384000
479,Петухов Платон,191.0,56.0,56,м,преподаватель,243000
480,Гордеев Антоний,191.0,119.0,66,м,бухгалтер,216000
481,Рогов Данила,183.0,99.0,52,м,инженер,28000
482,Комаров Серафим,187.0,65.0,20,м,автослесарь,453000
483,Козлов Юрий,180.0,104.0,82,м,врач,459000
484,Бирюков Ренат,182.0,90.0,77,м,программист,414000
485,Пестов Феликс,186.0,112.0,64,м,бухгалтер,126000
486,Копылов Вениамин,191.0,60.0,27,м,студент,482000
487,Герасимов Арсений,176.0,104.0,65,м,продавец,493000
488,Чернов Гавриил,175.0,76.0,48,м,студент,481000
489,Григорьев Фаддей,190.0,104.0,61,м,преподаватель,379000
490,Смирнов Эдуард,182.0,100.0,39,м,бухгалтер,49000
491,Копылов Анастасий,174.0,90.0,19,м,сантехник,354000
492,Казаков Кир,194.0,112.0,75,м,врач,418000
493,Петров Захар,184.0,114.0,20,м,программист,106000
494,Агафонов Никодим,190.0,104.0,70,м,преподаватель,416000
495,Власов Александр,174.0,79.0,25,м,продавец,239000
496,Гордеев Рустам,189.0,55.0,21,м,продавец,307000
497,Николаев Илья,179.0,56.0,53,м,программист,357000
498,Воронов Родион,194.0,110.0,77,м,инженер,231000
499,Фадеев Григорий,182.0,73.0,86,м,сантехник,377000
500,Сафонов Данила,180.0,97.0,52,м,автослесарь,228000
501,Пахомов Вячеслав,171.0,105.0,74,м,автослесарь,440000
502,Денисов Юлиан,167.0,119.0,70,м,бухгалтер,496000
503,Носов Филимон,176.0,64.0,64,м,врач,424000
504,Семёнов Александр,192.0,115.0,26,м,врач,191000
505,Яковлев Никанор,190.0,89.0,59,м,врач,165000
506,Никонов Захар,187.0,94.0,34,м,преподаватель,358000
507,Кудряшов Геннадий,170.0,63.0,44,м,инженер,277000
508,Семёнов Филимон,182.0,95.0,69,м,программист,456000
509,Галкин Прохор,180.0,80.0,25,м,продавец,31000
510,Мясников Модест,184.0,86.0,21,м,преподаватель,286000
511,Архипов Станислав,193.0,55.0,45,м,врач,144000
512,Исаев Виталий,187.0,79.0,21,м,преподаватель,338000
513,Богданов Яромир,174.0,107.0,66,м,врач,353000
514,Силин Авраам,169.0,92.0,79,м,инженер,325000
515,Баранов Юлиан,169.0,74.0,37,м,студент,282000
516,Рыбаков Эрик,187.0,69.0,55,м,сантехник,183000
517,Авдеев Климент,173.0,,87,м,продавец,229000
518,Капустин Виктор,180.0,96.0,57,м,студент,435000
519,Пономарёв Савелий,167.0,88.0,49,м,автослесарь,232000
520,Щербаков Осип,170.0,75.0,63,м,студент,413000
521,Макаров Егорий,173.0,105.0,35,м,продавец,43000
522,Беспалов Юрий,179.0,76.0,25,м,студент,330000
523,Поляков Семен,182.0,93.0,52,м,бухгалтер,497000
524,Панфилов Глеб,168.0,113.0,38,м,преподаватель,155000
525,Волков Артур,185.0,53.0,44,м,программист,220000
526,Кулаков Андрей,173.0,98.0,74,м,инженер,199000
527,Кабанов Анатолий,185.0,114.0,53,м,бухгалтер,363000
528,Крылов Эдуард,179.0,116.0,66,м,программист,324000
529,Гордеев Дамир,180.0,78.0,79,м,сантехник,19000
530,Голубев Терентий,188.0,86.0,56,м,студент,377000
531,Соколов Герман,173.0,108.0,22,м,преподаватель,154000
532,Фомин Зиновий,188.0,58.0,67,м,автослесарь,449000
533,Давыдов Иосиф,165.0,111.0,67,м,сантехник,195000
534,Молчанов Аркадий,183.0,78.0,34,м,инженер,159000
535,Васильев Ефим,191.0,77.0,70,м,программист,202000
536,Соловьёв Алексей,,119.0,52,м,продавец,177000
537,Князев Климент,167.0,89.0,69,м,программист,218000
538,Романов Зорийй,,60.0,24,м,преподаватель,90000
539,Лазарев Ефим,192.0,75.0,74,м,продавец,195000
540,Власов Болеслав,,108.0,80,м,бухгалтер,132000
541,Стрелков Арсентий,188.0,114.0,57,м,преподаватель,265000
542,Гуляев Ефрем,183.0,53.0,41,м,студент,211000
543,Григорьев Федот,176.0,60.0,85,м,студент,66000
544,Туров Рустам,181.0,76.0,63,м,бухгалтер,226000
545,Туров Лев,165.0,59.0,43,м,продавец,185000
546,Лобанов Гавриил,194.0,101.0,38,м,преподаватель,352000
547,Панфилов Геннадий,190.0,78.0,41,м,студент,489000
548,Дьячков Никифор,187.0,111.0,25,м,преподаватель,41000
549,Абрамов Даниил,,61.0,40,м,продавец,276000
550,Уваров Глеб,165.0,74.0,54,м,студент,65000
551,Бирюков Терентий,191.0,54.0,21,м,врач,110000
552,Алексеев Давыд,166.0,,51,м,врач,100000
553,Никонов Никон,183.0,117.0,56,м,продавец,215000
554,Мясников Спартак,170.0,109.0,84,м,преподаватель,266000
555,Меркушев Илья,171.0,95.0,46,м,врач,110000
556,Макаров Захар,186.0,74.0,33,м,врач,429000
557,Дьячков Яков,180.0,68.0,78,м,программист,465000
558,Куликов Модест,178.0,53.0,86,м,сантехник,105000
559,Комаров Фома,177.0,116.0,59,м,студент,235000
560,Комаров Вольдемар,174.0,105.0,66,м,бухгалтер,322000
561,Суханов Радий,187.0,71.0,66,м,инженер,186000
562,Михайлов Терентий,177.0,65.0,31,м,сантехник,302000
563,Зуев Сергей,184.0,107.0,22,м,студент,436000
564,Исаев Эрик,193.0,117.0,86,м,автослесарь,407000
565,Суханов Кондрат,194.0,99.0,48,м,врач,237000
566,Герасимов Викентий,174.0,72.0,84,м,студент,468000
567,Борисов Данил,168.0,68.0,37,м,продавец,341000
568,Тихонов Гордей,183.0,89.0,52,м,бухгалтер,255000
569,Фадеев Лукьян,174.0,112.0,61,м,автослесарь,11000
570,Кузьмин Севастьян,190.0,93.0,37,м,сантехник,293000
571,Карпов Эдуард,171.0,67.0,42,м,сантехник,300000
572,Сысоев Ефрем,168.0,118.0,30,м,врач,20000
573,Чернов Филат,168.0,88.0,75,м,продавец,485000
574,Большаков Макар,179.0,83.0,39,м,продавец,425000
575,Панов Емельян,178.0,56.0,32,м,инженер,414000
576,Медведев Серафим,192.0,103.0,52,м,продавец,349000
577,Горбунов Евстахий,193.0,93.0,74,м,инженер,190000
578,Прохоров Осип,178.0,75.0,46,м,врач,47000
579,Ситников Григорий,,106.0,67,м,студент,153000
580,Громов Вадим,185.0,98.0,33,м,автослесарь,181000
581,Карпов Димитрий,182.0,68.0,61,м,преподаватель,309000
582,Горбачёв Лукьян,183.0,59.0,41,м,программист,320000
583,Исаков Диомид,183.0,89.0,87,м,автослесарь,214000
584,Жуков Сидор,192.0,115.0,61,м,автослесарь,308000
585,Зайцев Модест,174.0,109.0,85,м,студент,392000
586,Муравьёв Клим,176.0,107.0,60,м,врач,379000
587,Коновалов Денис,173.0,77.0,68,м,инженер,44000
588,Мартынов Потап,185.0,85.0,30,м,бухгалтер,205000
589,Исаев Кир,,105.0,32,м,продавец,386000
590,Лазарев Добрыня,172.0,92.0,85,м,бухгалтер,363000
591,Давыдов Севастьян,177.0,77.0,45,м,продавец,242000
592,Доронин Сергей,176.0,112.0,60,м,преподаватель,473000
593,Суворов Вольдемар,166.0,119.0,69,м,студент,204000
594,Белоусов Зорийй,174.0,79.0,51,м,инженер,299000
595,Нестеров Сидор,193.0,118.0,72,м,программист,338000
596,Семёнов Чарли,185.0,78.0,58,м,продавец,307000
597,Воробьёв Кондрат,185.0,80.0,58,м,бухгалтер,98000
598,Гущин Георгий,,52.0,44,м,врач,215000
599,Ситников Вячеслав,171.0,103.0,31,м,программист,114000
600,Шарапов Семён,193.0,100.0,86,м,сантехник,442000
601,Зиновьев Трофим,,71.0,42,м,врач,229000
602,Данилов Викентий,187.0,99.0,23,м,программист,402000
603,Андреев Евдоким,193.0,106.0,25,м,студент,261000
604,Гусев Станислав,182.0,78.0,26,м,студент,342000
605,Силин Климент,168.0,118.0,22,м,инженер,86000
606,Князев Ярослав,174.0,69.0,31,м,студент,337000
607,Фомичёв Болеслав,179.0,90.0,32,м,автослесарь,434000
